year,state,office,district,candidate,party_std,pct,end_date,sample_size,pollster,poll_id,election_date,cand_key,display_party,race_id,days_to_elec
2026,ME,Senate,,Janet T. Mills,DEM,48.6,2025-12-16,900.0,Workbench Strategy,701549bc-b2f6-46ff-82cc-b85549b7bc2e,2026-11-03,mills j,DEM,2026_ME_Senate,322
2026,ME,Senate,,Graham Platner,DEM,50.4,2025-12-16,900.0,Workbench Strategy,701549bc-b2f6-46ff-82cc-b85549b7bc2e,2026-11-03,platner g,DEM,2026_ME_Senate,322
2026,NH,Senate,,Chris Pappas,DEM,49.0,2025-12-11,600.0,Guidant Polling and Strategy,66c43a54-fa87-4831-b7d6-89f03928e7fe,2026-11-03,pappas c,DEM,2026_NH_Senate,327
2026,NH,Senate,,Scott Brown,REP,38.0,2025-12-11,600.0,Guidant Polling and Strategy,66c43a54-fa87-4831-b7d6-89f03928e7fe,2026-11-03,brown s,REP,2026_NH_Senate,327
2026,NH,Senate,,John E. Sununu,REP,44.0,2025-12-11,600.0,Guidant Polling and Strategy,66c43a54-fa87-4831-b7d6-89f03928e7fe,2026-11-03,sununu j,REP,2026_NH_Senate,327
2026,NH,Senate,,Chris Pappas,DEM,42.3,2025-12-28,603.0,Praecones Analytica,3067d655-e84a-4bc7-b9a5-3c35ad8b499d,2026-11-03,pappas c,DEM,2026_NH_Senate,310
2026,NH,Senate,,John E. Sununu,REP,35.6,2025-12-28,603.0,Praecones Analytica,3067d655-e84a-4bc7-b9a5-3c35ad8b499d,2026-11-03,sununu j,REP,2026_NH_Senate,310
2026,NH,Senate,,Scott Brown,REP,28.0,2025-12-28,603.0,Praecones Analytica,3067d655-e84a-4bc7-b9a5-3c35ad8b499d,2026-11-03,brown s,REP,2026_NH_Senate,310
2026,KY,Senate,,Amy McGrath,DEM,35.0,2025-12-19,648.0,Public Policy Polling,0b7fff34-7e98-4953-92ba-f7035a5f7e8f,2026-11-03,mcgrath a,DEM,2026_KY_Senate,319
2026,KY,Senate,,Charles Booker,DEM,36.0,2025-12-19,649.0,Public Policy Polling,0b7fff34-7e98-4953-92ba-f7035a5f7e8f,2026-11-03,booker c,DEM,2026_KY_Senate,319
2026,KY,Senate,,Nate Morris,REP,41.0,2025-12-19,650.0,Public Policy Polling,0b7fff34-7e98-4953-92ba-f7035a5f7e8f,2026-11-03,morris n,REP,2026_KY_Senate,319
2026,KY,Senate,,Daniel Cameron,REP,46.0,2025-12-19,650.0,Public Policy Polling,0b7fff34-7e98-4953-92ba-f7035a5f7e8f,2026-11-03,cameron d,REP,2026_KY_Senate,319
2026,KY,Senate,,Andy Barr,REP,49.0,2025-12-19,650.0,Public Policy Polling,0b7fff34-7e98-4953-92ba-f7035a5f7e8f,2026-11-03,barr a,REP,2026_KY_Senate,319
2026,SD,Senate,,Brian L. Bengs,OTH,31.0,2025-11-14,814.0,Public Policy Polling,17580110-cf2c-4c74-91cb-86b18ae9f258,2026-11-03,bengs b,OTH,2026_SD_Senate,354
2026,SD,Senate,,Mike Rounds,REP,44.0,2025-11-14,814.0,Public Policy Polling,17580110-cf2c-4c74-91cb-86b18ae9f258,2026-11-03,rounds m,REP,2026_SD_Senate,354
2026,SD,Senate,,Julian Beaudion,DEM,30.0,2025-11-14,814.0,Public Policy Polling,17580110-cf2c-4c74-91cb-86b18ae9f258,2026-11-03,beaudion j,DEM,2026_SD_Senate,354
2026,ME,Senate,,Susan M. Collins,REP,41.0,2025-11-11,600.0,Cygnal Political,0c313589-1867-4fc7-a570-e124dc20fd0f,2026-11-03,collins s,REP,2026_ME_Senate,357
2026,SC,Senate,,Annie Andrews,DEM,36.0,2025-11-22,704.0,Public Policy Polling,5d4f7a59-62b2-47b4-bda1-7b6588322378,2026-11-03,andrews a,DEM,2026_SC_Senate,346
2026,SC,Senate,,Lindsey Graham,REP,42.0,2025-11-22,704.0,Public Policy Polling,5d4f7a59-62b2-47b4-bda1-7b6588322378,2026-11-03,graham l,REP,2026_SC_Senate,346
2026,OH,Senate,S,Jon Husted,REP,48.8,2025-12-08,850.0,Emerson College,ab841ffd-0c5c-4a2a-a036-3949bb4e6d67,2026-11-03,husted j,REP,2026_OH_Senate-S,330
2026,OH,Senate,S,Sherrod Brown,DEM,46.3,2025-12-08,850.0,Emerson College,ab841ffd-0c5c-4a2a-a036-3949bb4e6d67,2026-11-03,brown s,DEM,2026_OH_Senate-S,330
2026,ME,Senate,,Susan M. Collins,REP,42.0,2025-12-07,820.0,Pan Atlantic SMS Group,2acdb89c-0b1e-44ea-9b77-f6bb833e2766,2026-11-03,collins s,REP,2026_ME_Senate,331
2026,ME,Senate,,Graham Platner,DEM,43.0,2025-12-07,820.0,Pan Atlantic SMS Group,2acdb89c-0b1e-44ea-9b77-f6bb833e2766,2026-11-03,platner g,DEM,2026_ME_Senate,331
2026,ME,Senate,,Janet T. Mills,DEM,43.0,2025-12-07,820.0,Pan Atlantic SMS Group,2acdb89c-0b1e-44ea-9b77-f6bb833e2766,2026-11-03,mills j,DEM,2026_ME_Senate,331
2026,MI,Senate,,Haley Stevens,DEM,40.0,2025-11-21,616.0,Mitchell Research & Communications,f5b58ace-3cac-4876-a31f-7422705bbdfb,2026-11-03,stevens h,DEM,2026_MI_Senate,347
2026,MI,Senate,,Mike Rogers,REP,42.0,2025-11-21,616.0,Mitchell Research & Communications,f5b58ace-3cac-4876-a31f-7422705bbdfb,2026-11-03,rogers m,REP,2026_MI_Senate,347
2026,MI,Senate,,Mallory McMorrow,DEM,38.0,2025-11-21,616.0,Mitchell Research & Communications,f5b58ace-3cac-4876-a31f-7422705bbdfb,2026-11-03,mcmorrow m,DEM,2026_MI_Senate,347
2026,MI,Senate,,Abdul El-Sayed,DEM,38.0,2025-11-21,616.0,Mitchell Research & Communications,f5b58ace-3cac-4876-a31f-7422705bbdfb,2026-11-03,elsayed a,DEM,2026_MI_Senate,347
2026,TX,Senate,,Ken Paxton,REP,50.0,2025-11-26,1189.0,Change Research,bfb57500-15ff-4484-8eb1-6fb058ea71d4,2026-11-03,paxton k,REP,2026_TX_Senate,342
2026,MA,Senate,,John Deaton,REP,29.0,2025-11-23,500.0,Suffolk University,2c6268e3-dccd-438f-9b60-9f9ecdb3f9ae,2026-11-03,deaton j,REP,2026_MA_Senate,345
2026,MA,Senate,,Seth Moulton,DEM,52.0,2025-11-23,500.0,Suffolk University,2c6268e3-dccd-438f-9b60-9f9ecdb3f9ae,2026-11-03,moulton s,DEM,2026_MA_Senate,345
2026,MA,Senate,,Edward J. Markey,DEM,54.0,2025-11-23,500.0,Suffolk University,2c6268e3-dccd-438f-9b60-9f9ecdb3f9ae,2026-11-03,markey e,DEM,2026_MA_Senate,345
2026,NH,Senate,,John E. Sununu,REP,41.0,2025-11-19,2212.0,St. Anselm,c324b6c3-914d-4fbd-b735-c519ccee91bf,2026-11-03,sununu j,REP,2026_NH_Senate,349
2026,NH,Senate,,Chris Pappas,DEM,44.0,2025-11-19,2212.0,St. Anselm,c324b6c3-914d-4fbd-b735-c519ccee91bf,2026-11-03,pappas c,DEM,2026_NH_Senate,349
2026,NH,Senate,,Scott Brown,REP,36.0,2025-11-19,2212.0,St. Anselm,c324b6c3-914d-4fbd-b735-c519ccee91bf,2026-11-03,brown s,REP,2026_NH_Senate,349
2026,TX,Senate,,James Talarico,DEM,44.0,2025-11-17,1000.0,Ragnar Research Partners,f12f6ad1-a392-4605-af0d-978d301997d9,2026-11-03,talarico j,DEM,2026_TX_Senate,351
2026,TX,Senate,,Ken Paxton,REP,44.0,2025-11-17,1000.0,Ragnar Research Partners,f12f6ad1-a392-4605-af0d-978d301997d9,2026-11-03,paxton k,REP,2026_TX_Senate,351
2026,MI,Senate,,Mike Rogers,REP,42.0,2025-11-11,600.0,EPIC-MRA,a6499282-cd16-4daa-badb-f81d769f5087,2026-11-03,rogers m,REP,2026_MI_Senate,357
2026,MI,Senate,,Mallory McMorrow,DEM,43.0,2025-11-11,600.0,EPIC-MRA,a6499282-cd16-4daa-badb-f81d769f5087,2026-11-03,mcmorrow m,DEM,2026_MI_Senate,357
2026,MI,Senate,,Haley Stevens,DEM,44.0,2025-11-11,600.0,EPIC-MRA,a6499282-cd16-4daa-badb-f81d769f5087,2026-11-03,stevens h,DEM,2026_MI_Senate,357
2026,AK,Senate,,Dan Sullivan,REP,39.0,2025-11-13,600.0,The Tyson Group,4d33f950-ca95-4b26-b961-c02b133cbfcd,2026-11-03,sullivan d,REP,2026_AK_Senate,355
2026,NC,Senate,,Roy A. Cooper,DEM,47.3,2025-11-10,600.0,Harper Polling,16d84a0b-d452-486a-ad67-bf1270a19b6c,2026-11-03,cooper r,DEM,2026_NC_Senate,358
2026,NC,Senate,,Michael Whatley,REP,38.6,2025-11-10,600.0,Harper Polling,16d84a0b-d452-486a-ad67-bf1270a19b6c,2026-11-03,whatley m,REP,2026_NC_Senate,358
2026,ME,Senate,,Janet T. Mills,DEM,41.7,2025-10-29,783.0,Maine People's Resource Center,07f68eff-7e26-4d5d-a77f-1194be2dbd43,2026-11-03,mills j,DEM,2026_ME_Senate,370
2026,ME,Senate,,Susan M. Collins,REP,45.8,2025-10-29,783.0,Maine People's Resource Center,07f68eff-7e26-4d5d-a77f-1194be2dbd43,2026-11-03,collins s,REP,2026_ME_Senate,370
2026,ME,Senate,,Graham Platner,DEM,44.8,2025-10-29,783.0,Maine People's Resource Center,07f68eff-7e26-4d5d-a77f-1194be2dbd43,2026-11-03,platner g,DEM,2026_ME_Senate,370
2026,MI,Senate,,Haley Stevens,DEM,40.0,2025-10-25,637.0,Rosetta Stone,87756c91-078b-4414-b782-ae65c23e4e14,2026-11-03,stevens h,DEM,2026_MI_Senate,374
2026,MI,Senate,,Mike Rogers,REP,47.0,2025-10-25,637.0,Rosetta Stone,87756c91-078b-4414-b782-ae65c23e4e14,2026-11-03,rogers m,REP,2026_MI_Senate,374
2026,MI,Senate,,Mallory McMorrow,DEM,39.0,2025-10-25,637.0,Rosetta Stone,87756c91-078b-4414-b782-ae65c23e4e14,2026-11-03,mcmorrow m,DEM,2026_MI_Senate,374
2026,MI,Senate,,Abdul El-Sayed,DEM,31.0,2025-10-25,637.0,Rosetta Stone,87756c91-078b-4414-b782-ae65c23e4e14,2026-11-03,elsayed a,DEM,2026_MI_Senate,374
2026,AK,Senate,,Dan Sullivan,REP,45.0,2025-10-23,823.0,Data for Progress,2abdc064-3a16-4478-a841-23467c99f334,2026-11-03,sullivan d,REP,2026_AK_Senate,376
2026,AK,Senate,,Mary S. Peltola,DEM,46.0,2025-10-23,823.0,Data for Progress,2abdc064-3a16-4478-a841-23467c99f334,2026-11-03,peltola m,DEM,2026_AK_Senate,376
2026,OH,Senate,S,Sherrod Brown,DEM,49.0,2025-10-14,800.0,Bowling Green State University Democracy and Public Policy Research Network/YouGov,684724e8-ac36-4d8b-8d84-ba6fbd786ca7,2026-11-03,brown s,DEM,2026_OH_Senate-S,385
2026,OH,Senate,S,Jon Husted,REP,48.0,2025-10-14,800.0,Bowling Green State University Democracy and Public Policy Research Network/YouGov,684724e8-ac36-4d8b-8d84-ba6fbd786ca7,2026-11-03,husted j,REP,2026_OH_Senate-S,385
2026,FL,Senate,S,Ashley Moody,REP,49.0,2025-10-25,728.0,University of North Florida,85470c38-3966-469e-b79c-0d6aa57b08b8,2026-11-03,moody a,REP,2026_FL_Senate-S,374
2026,AK,Senate,,Dan Sullivan,REP,45.9,2025-10-15,1708.0,Alaska Survey Research,6db448bf-8b33-4a4d-ad4d-d758aa373626,2026-11-03,sullivan d,REP,2026_AK_Senate,384
2026,AK,Senate,,Mary S. Peltola,DEM,47.7,2025-10-15,1708.0,Alaska Survey Research,6db448bf-8b33-4a4d-ad4d-d758aa373626,2026-11-03,peltola m,DEM,2026_AK_Senate,384
2026,TX,Senate,,James Talarico,DEM,37.0,2025-09-24,1032.0,University of Texas at Tyler Center for Opinion Research,7484b844-89d5-44af-a1d8-cc79f3daf16d,2026-11-03,talarico j,DEM,2026_TX_Senate,405
2026,TX,Senate,,Ken Paxton,REP,38.0,2025-09-24,1032.0,University of Texas at Tyler Center for Opinion Research,7484b844-89d5-44af-a1d8-cc79f3daf16d,2026-11-03,paxton k,REP,2026_TX_Senate,405
2026,NH,Senate,,Scott Brown,REP,39.0,2025-10-13,1034.0,co/efficient,e88447b9-f7d0-4b4f-8e64-299d1b347ab3,2026-11-03,brown s,REP,2026_NH_Senate,386
2026,NH,Senate,,Chris Pappas,DEM,49.0,2025-10-13,1034.0,co/efficient,e88447b9-f7d0-4b4f-8e64-299d1b347ab3,2026-11-03,pappas c,DEM,2026_NH_Senate,386
2026,NH,Senate,,John E. Sununu,REP,42.0,2025-10-13,1034.0,co/efficient,e88447b9-f7d0-4b4f-8e64-299d1b347ab3,2026-11-03,sununu j,REP,2026_NH_Senate,386
2026,ME,Senate,,Susan M. Collins,REP,37.0,2025-10-10,501.0,Zenith Research,b5100979-2740-4faa-bf28-7177a120bbce,2026-11-03,collins s,REP,2026_ME_Senate,389
2026,ME,Senate,,Janet T. Mills,DEM,42.0,2025-10-10,501.0,Zenith Research,b5100979-2740-4faa-bf28-7177a120bbce,2026-11-03,mills j,DEM,2026_ME_Senate,389
2026,ME,Senate,,Graham Platner,DEM,38.0,2025-10-10,501.0,Zenith Research,b5100979-2740-4faa-bf28-7177a120bbce,2026-11-03,platner g,DEM,2026_ME_Senate,389
2026,MN,Senate,,Angie Craig,DEM,47.0,2025-09-16,1015.0,Public Policy Polling,fc2fd45e-d709-4a74-97c0-95c14d5b67a0,2026-11-03,craig a,DEM,2026_MN_Senate,413
2026,MN,Senate,,Peggy Flanagan,DEM,46.0,2025-09-16,1015.0,Public Policy Polling,fc2fd45e-d709-4a74-97c0-95c14d5b67a0,2026-11-03,flanagan p,DEM,2026_MN_Senate,413
2026,TX,Senate,,Ken Paxton,REP,48.0,2025-10-01,1183.0,University of Houston Hobby School of Public Affairs/Texas Southern University School of Public Affairs,1e338f1a-f895-4af7-b0c7-f24c8688daf9,2026-11-03,paxton k,REP,2026_TX_Senate,398
2026,TX,Senate,,James Talarico,DEM,46.0,2025-10-01,1183.0,University of Houston Hobby School of Public Affairs/Texas Southern University School of Public Affairs,1e338f1a-f895-4af7-b0c7-f24c8688daf9,2026-11-03,talarico j,DEM,2026_TX_Senate,398
2026,FL,Senate,S,Ashley Moody,REP,44.0,2025-10-03,800.0,The Tyson Group,20d8d9f1-7024-43b0-8013-fb723d409219,2026-11-03,moody a,REP,2026_FL_Senate-S,396
2026,NH,Senate,,Scott Brown,REP,37.0,2025-09-23,1213.0,University of New Hampshire,88470d41-7365-473e-990d-13285f72b5a9,2026-11-03,brown s,REP,2026_NH_Senate,406
2026,NH,Senate,,Chris Pappas,DEM,52.0,2025-09-23,1213.0,University of New Hampshire,88470d41-7365-473e-990d-13285f72b5a9,2026-11-03,pappas c,DEM,2026_NH_Senate,406
2026,NH,Senate,,John E. Sununu,REP,43.0,2025-09-04,500.0,1892 Polling,fbae8ab4-91e8-45c6-8740-61ebdf4a2ad6,2026-11-03,sununu j,REP,2026_NH_Senate,425
2026,NH,Senate,,Chris Pappas,DEM,45.0,2025-09-04,500.0,1892 Polling,fbae8ab4-91e8-45c6-8740-61ebdf4a2ad6,2026-11-03,pappas c,DEM,2026_NH_Senate,425
2026,NC,Senate,,Roy A. Cooper,DEM,46.1,2025-09-15,600.0,Harper Polling,d6e9f7d4-5473-4c58-9b56-58db42092ad2,2026-11-03,cooper r,DEM,2026_NC_Senate,414
2026,NC,Senate,,Michael Whatley,REP,41.9,2025-09-15,600.0,Harper Polling,d6e9f7d4-5473-4c58-9b56-58db42092ad2,2026-11-03,whatley m,REP,2026_NC_Senate,414
2026,ME,Senate,,Susan M. Collins,REP,35.0,2025-09-09,642.0,Public Policy Polling,44968742-8516-466f-906e-85dfe3e195a9,2026-11-03,collins s,REP,2026_ME_Senate,420
2026,NH,Senate,,Chris Pappas,DEM,48.0,2025-09-12,904.0,co/efficient,cbb19403-422b-4623-948b-f91fa51eda99,2026-11-03,pappas c,DEM,2026_NH_Senate,417
2026,NH,Senate,,Scott Brown,REP,40.0,2025-09-12,904.0,co/efficient,cbb19403-422b-4623-948b-f91fa51eda99,2026-11-03,brown s,REP,2026_NH_Senate,417
2026,NH,Senate,,John E. Sununu,REP,43.0,2025-09-12,904.0,co/efficient,cbb19403-422b-4623-948b-f91fa51eda99,2026-11-03,sununu j,REP,2026_NH_Senate,417
2026,GA,Senate,,Jon Ossoff,DEM,42.1,2025-09-12,624.0,Quantus Insights,46ad4875-aab2-462d-a5e7-0b60d3965034,2026-11-03,ossoff j,DEM,2026_GA_Senate,417
2026,GA,Senate,,Mike Collins,REP,37.7,2025-09-12,624.0,Quantus Insights,46ad4875-aab2-462d-a5e7-0b60d3965034,2026-11-03,collins m,REP,2026_GA_Senate,417
2026,NC,Senate,,Michael Whatley,REP,41.0,2025-09-08,855.0,Change Research,36fb875b-82e7-4b6d-bb73-d54ddfbd84be,2026-11-03,whatley m,REP,2026_NC_Senate,421
2026,NC,Senate,,Roy A. Cooper,DEM,48.0,2025-09-08,855.0,Change Research,36fb875b-82e7-4b6d-bb73-d54ddfbd84be,2026-11-03,cooper r,DEM,2026_NC_Senate,421
2026,NH,Senate,,Chris Pappas,DEM,48.0,2025-08-27,1776.0,St. Anselm,0d1b4016-4ff9-4cc6-abb6-a0e96683189c,2026-11-03,pappas c,DEM,2026_NH_Senate,433
2026,NH,Senate,,Scott Brown,REP,37.0,2025-08-27,1776.0,St. Anselm,0d1b4016-4ff9-4cc6-abb6-a0e96683189c,2026-11-03,brown s,REP,2026_NH_Senate,433
2026,IA,Senate,,Josh Turek,DEM,43.0,2025-08-19,572.0,Public Policy Polling,721758b1-a6cd-45d9-a764-99959b17c7a2,2026-11-03,turek j,DEM,2026_IA_Senate,441
2026,AK,Senate,,Mary S. Peltola,DEM,42.5,2025-08-01,1613.0,Alaska Survey Research,155a2fd2-d990-44fd-a147-09a14779f962,2026-11-03,peltola m,DEM,2026_AK_Senate,459
2026,AK,Senate,,Dan Sullivan,REP,46.7,2025-08-01,1613.0,Alaska Survey Research,155a2fd2-d990-44fd-a147-09a14779f962,2026-11-03,sullivan d,REP,2026_AK_Senate,459
2026,NC,Senate,,Michael Whatley,REP,43.5,2025-07-30,600.0,Victory Insights,b30fc9ac-94ed-4f2b-82ef-daf8685636ce,2026-11-03,whatley m,REP,2026_NC_Senate,461
2026,NC,Senate,,Roy A. Cooper,DEM,44.4,2025-07-30,600.0,Victory Insights,b30fc9ac-94ed-4f2b-82ef-daf8685636ce,2026-11-03,cooper r,DEM,2026_NC_Senate,461
2026,OH,Senate,S,Jon Husted,REP,49.5,2025-08-19,1000.0,Emerson College,4876645d-d0af-47b2-8e22-02fdee4faf0c,2026-11-03,husted j,REP,2026_OH_Senate-S,441
2026,OH,Senate,S,Sherrod Brown,DEM,43.7,2025-08-19,1000.0,Emerson College,4876645d-d0af-47b2-8e22-02fdee4faf0c,2026-11-03,brown s,DEM,2026_OH_Senate-S,441
2026,TX,Senate,,Ken Paxton,REP,47.0,2025-08-18,800.0,GBAO,fb657395-5eaa-4028-b455-db3b0bf35502,2026-11-03,paxton k,REP,2026_TX_Senate,442
2026,TX,Senate,,Ken Paxton,REP,45.9,2025-08-12,1000.0,Emerson College,1dbdb927-75ef-4490-b487-85e21083176c,2026-11-03,paxton k,REP,2026_TX_Senate,448
2026,NC,Senate,,Michael Whatley,REP,39.1,2025-08-12,600.0,Harper Polling,ac767c3a-36bf-4615-81d8-871500f8d4e5,2026-11-03,whatley m,REP,2026_NC_Senate,448
2026,NC,Senate,,Roy A. Cooper,DEM,47.3,2025-08-12,600.0,Harper Polling,ac767c3a-36bf-4615-81d8-871500f8d4e5,2026-11-03,cooper r,DEM,2026_NC_Senate,448
2026,ME,Senate,,Jordan Wood,DEM,42.0,2025-03-25,600.0,Upswing Research,5aee4b52-8287-4385-ae50-de34900fb9ac,2026-11-03,wood j,DEM,2026_ME_Senate,588
2026,ME,Senate,,Susan M. Collins,REP,43.0,2025-03-25,600.0,Upswing Research,5aee4b52-8287-4385-ae50-de34900fb9ac,2026-11-03,collins s,REP,2026_ME_Senate,588
2026,AK,Senate,,Dan Sullivan,REP,46.0,2025-07-27,678.0,Data for Progress,20ef28e6-5dec-48e3-8573-f26aaf7b91c1,2026-11-03,sullivan d,REP,2026_AK_Senate,464
2026,AK,Senate,,Mary S. Peltola,DEM,45.0,2025-07-27,678.0,Data for Progress,20ef28e6-5dec-48e3-8573-f26aaf7b91c1,2026-11-03,peltola m,DEM,2026_AK_Senate,464
2026,GA,Senate,,Jon Ossoff,DEM,45.2,2025-08-01,2395.0,TIPP Insights,9cad2382-393f-45bb-8603-a0e7328c7393,2026-11-03,ossoff j,DEM,2026_GA_Senate,459
2026,GA,Senate,,Mike Collins,REP,44.1,2025-08-01,2395.0,TIPP Insights,9cad2382-393f-45bb-8603-a0e7328c7393,2026-11-03,collins m,REP,2026_GA_Senate,459
2026,NC,Senate,,Michael Whatley,REP,41.4,2025-07-30,1000.0,Emerson College,667b6c9d-261b-488d-ab92-bffab687463f,2026-11-03,whatley m,REP,2026_NC_Senate,461
2026,NC,Senate,,Roy A. Cooper,DEM,46.7,2025-07-30,1000.0,Emerson College,667b6c9d-261b-488d-ab92-bffab687463f,2026-11-03,cooper r,DEM,2026_NC_Senate,461
2026,GA,Senate,,Jon Ossoff,DEM,49.8,2025-06-18,610.0,Cygnal Political,813bd1f1-6548-48db-99c0-f776354028e1,2026-11-03,ossoff j,DEM,2026_GA_Senate,503
2026,TX,Senate,,Ken Paxton,REP,48.0,2025-05-19,1200.0,Barbara Jordan Public Policy Research and Survey Center,bf4bb7b9-306f-4620-9b2f-79743d75224a,2026-11-03,paxton k,REP,2026_TX_Senate,533
2026,GA,Senate,,Jon Ossoff,DEM,44.7,2025-05-17,800.0,Cygnal Political,ee7a9f19-c33f-487e-bd2e-18ab99fd67a4,2026-11-03,ossoff j,DEM,2026_GA_Senate,535
2026,GA,Senate,,Mike Collins,REP,43.3,2025-05-17,800.0,Cygnal Political,ee7a9f19-c33f-487e-bd2e-18ab99fd67a4,2026-11-03,collins m,REP,2026_GA_Senate,535
2026,GA,Senate,,Jon Ossoff,DEM,48.4,2025-04-24,1000.0,University of Georgia,88cf1205-1d9c-4264-8a4f-5464d6681ae6,2026-11-03,ossoff j,DEM,2026_GA_Senate,558
2026,MI,Senate,,Haley Stevens,DEM,45.1,2025-05-08,600.0,"Glengariff Group, Inc.",4a00a654-caa2-47c4-99ed-f35d446ec88b,2026-11-03,stevens h,DEM,2026_MI_Senate,544
2026,MI,Senate,,Mallory McMorrow,DEM,41.4,2025-05-08,600.0,"Glengariff Group, Inc.",4a00a654-caa2-47c4-99ed-f35d446ec88b,2026-11-03,mcmorrow m,DEM,2026_MI_Senate,544
2026,MI,Senate,,Abdul El-Sayed,DEM,40.5,2025-05-08,600.0,"Glengariff Group, Inc.",4a00a654-caa2-47c4-99ed-f35d446ec88b,2026-11-03,elsayed a,DEM,2026_MI_Senate,544
2026,MI,Senate,,Mike Rogers,REP,43.8,2025-05-08,600.0,"Glengariff Group, Inc.",4a00a654-caa2-47c4-99ed-f35d446ec88b,2026-11-03,rogers m,REP,2026_MI_Senate,544
2026,GA,Senate,,Jon Ossoff,DEM,46.4,2025-04-27,1426.0,Trafalgar Group,d58ed767-bc6f-4924-a6a9-fca28ac2e4f6,2026-11-03,ossoff j,DEM,2026_GA_Senate,555
2026,GA,Senate,,Mike Collins,REP,42.8,2025-04-27,1426.0,Trafalgar Group,d58ed767-bc6f-4924-a6a9-fca28ac2e4f6,2026-11-03,collins m,REP,2026_GA_Senate,555
2026,OH,Senate,S,Jon Husted,REP,50.0,2025-04-24,800.0,Bowling Green State University Democracy and Public Policy Research Network/YouGov,36ad1b65-797e-4b91-b5cb-1efc70a55299,2026-11-03,husted j,REP,2026_OH_Senate-S,558
2026,OH,Senate,S,Sherrod Brown,DEM,46.0,2025-04-24,800.0,Bowling Green State University Democracy and Public Policy Research Network/YouGov,36ad1b65-797e-4b91-b5cb-1efc70a55299,2026-11-03,brown s,DEM,2026_OH_Senate-S,558
2026,NC,Senate,,Roy A. Cooper,DEM,48.0,2025-04-04,867.0,Change Research,1f2d4e0d-a5e0-44fa-9125-d865b1b3e98b,2026-11-03,cooper r,DEM,2026_NC_Senate,578
2026,NH,Senate,,Chris Pappas,DEM,44.0,2025-03-19,650.0,Quantus Insights,2f286e9d-0343-4d30-bd6c-4c3b549e3265,2026-11-03,pappas c,DEM,2026_NH_Senate,594
2026,GA,Senate,,Jon Ossoff,DEM,43.7,2025-03-10,600.0,Cygnal Political,4594c46a-f4c3-435f-9e7a-2fbfd4545209,2026-11-03,ossoff j,DEM,2026_GA_Senate,603
2026,NC,Senate,,Roy A. Cooper,DEM,47.0,2025-03-05,662.0,Public Policy Polling,475bec54-489d-4cd6-acc6-1effe6738652,2026-11-03,cooper r,DEM,2026_NC_Senate,608
2026,MI,Senate,,Mike Rogers,REP,44.0,2025-03-06,600.0,Target Insyght,2ed1c72b-17c8-4799-9a38-7367695df329,2026-11-03,rogers m,REP,2026_MI_Senate,607
2026,MI,Senate,,Haley Stevens,DEM,35.0,2025-03-06,600.0,Target Insyght,2ed1c72b-17c8-4799-9a38-7367695df329,2026-11-03,stevens h,DEM,2026_MI_Senate,607
2026,NH,Senate,,Scott Brown,REP,44.9,2025-03-01,626.0,Praecones Analytica,7baaa8e1-ecf8-5806-902f-7ca98b0c7412,2026-11-03,brown s,REP,2026_NH_Senate,612
2026,OH,Senate,S,Jon Husted,REP,45.0,2025-02-21,800.0,Bowling Green State University Democracy and Public Policy Research Network/YouGov,af7801de-ff24-4caa-b87b-bb753ab9d473,2026-11-03,husted j,REP,2026_OH_Senate-S,620
2026,OH,Senate,S,Sherrod Brown,DEM,41.0,2025-02-21,800.0,Bowling Green State University Democracy and Public Policy Research Network/YouGov,af7801de-ff24-4caa-b87b-bb753ab9d473,2026-11-03,brown s,DEM,2026_OH_Senate-S,620
2026,MA,Senate,,Edward J. Markey,DEM,35.0,2025-02-20,700.0,University of Massachusetts Department of Political Science/YouGov,29d3584e-4df8-5947-9540-b9433f7bb0a1,2026-11-03,markey e,DEM,2026_MA_Senate,621
2026,GA,Senate,,Jon Ossoff,DEM,44.5,2025-02-13,800.0,Quantus Insights,6b809f01-b50c-5e36-829e-2beeeeb8b6d7,2026-11-03,ossoff j,DEM,2026_GA_Senate,628
2026,GA,Senate,,Jon Ossoff,DEM,51.0,2025-01-31,600.0,The Tyson Group,94664497-4ecc-5101-99f0-9312c1c742a5,2026-11-03,ossoff j,DEM,2026_GA_Senate,641
2026,GA,Senate,,Jon Ossoff,DEM,45.0,2025-01-15,500.0,WPA Intelligence,3d0cc21f-86f0-5d6b-97a9-a9ed929600b5,2026-11-03,ossoff j,DEM,2026_GA_Senate,657
2026,GA,Senate,,Mike Collins,REP,34.0,2025-01-15,500.0,WPA Intelligence,3d0cc21f-86f0-5d6b-97a9-a9ed929600b5,2026-11-03,collins m,REP,2026_GA_Senate,657
2026,NC,Senate,,Roy A. Cooper,DEM,45.1,2024-11-29,800.0,Victory Insights,24848e76-9a63-59b3-a881-a7a9add7cd32,2026-11-03,cooper r,DEM,2026_NC_Senate,704
2026,MA,Senate,,Edward J. Markey,DEM,34.0,2024-11-01,582.0,MassINC Polling Group,9e28ae65-9223-53c4-b97f-b3c086eb8593,2026-11-03,markey e,DEM,2026_MA_Senate,732
2026,MA,Senate,,Edward J. Markey,DEM,45.0,2025-03-04,775.0,SurveyUSA,ca567a7a-3461-4a1f-b293-0446e1b77369,2026-11-03,markey e,DEM,2026_MA_Senate,609
