year,state,office,district,party_std,candidate,cand_key,pct,pollster,sample_size,population,end_date,election_date,race_id,won
2024,NH,Governor,,DEM,Cinde Warmington,warmington c,30.0,University of New Hampshire,809.0,lv,8/19/24,2024-09-10,2024_NH_Governor_DEM,0
2024,NH,Governor,,DEM,Joyce Craig,craig j,37.0,Saint Anselm College,670.0,lv,8/14/24,2024-09-10,2024_NH_Governor_DEM,1
2024,NH,Governor,,DEM,Cinde Warmington,warmington c,28.000000000000004,Saint Anselm College,670.0,lv,8/14/24,2024-09-10,2024_NH_Governor_DEM,0
2024,NH,Governor,,DEM,Joyce Craig,craig j,33.0,Emerson College,433.0,rv,7/28/24,2024-09-10,2024_NH_Governor_DEM,1
2024,NH,Governor,,DEM,Cinde Warmington,warmington c,21.0,Emerson College,433.0,rv,7/28/24,2024-09-10,2024_NH_Governor_DEM,0
2024,NH,Governor,,DEM,Joyce Craig,craig j,37.0,GBAO,600.0,lv,2/26/24,2024-09-10,2024_NH_Governor_DEM,1
2024,NH,Governor,,DEM,Cinde Warmington,warmington c,25.0,GBAO,600.0,lv,2/26/24,2024-09-10,2024_NH_Governor_DEM,0
2024,NH,Governor,,DEM,Joyce Craig,craig j,30.0,Emerson College,837.0,rv,8/11/23,2024-09-10,2024_NH_Governor_DEM,1
2024,NH,Governor,,DEM,Cinde Warmington,warmington c,15.0,Emerson College,837.0,rv,8/11/23,2024-09-10,2024_NH_Governor_DEM,0
2024,NH,Governor,,REP,Kelly Ayotte,ayotte k,46.0,Saint Anselm College,2241.0,lv,9/12/24,2024-09-10,2024_NH_Governor_REP,1
2024,NH,Governor,,DEM,Joyce Craig,craig j,43.0,Saint Anselm College,2241.0,lv,9/12/24,2024-09-10,2024_NH_Governor_DEM,1
2024,NH,Governor,,REP,Kelly Ayotte,ayotte k,43.0,Emerson College,917.0,rv,11/13/23,2024-09-10,2024_NH_Governor_REP,1
2024,NH,Governor,,DEM,Joyce Craig,craig j,40.0,Emerson College,917.0,rv,11/13/23,2024-09-10,2024_NH_Governor_DEM,1
2024,NH,Governor,,DEM,Cinde Warmington,warmington c,37.0,Emerson College,917.0,rv,11/13/23,2024-09-10,2024_NH_Governor_DEM,0
2024,UT,Governor,,REP,Spencer Cox,cox s,55.00000000000001,Noble Predictive Insights,432.0,lv,6/21/24,2024-06-25,2024_UT_Governor_REP,1
2024,UT,Governor,,REP,Phil Lyman,lyman p,42.0,Noble Predictive Insights,432.0,lv,6/21/24,2024-06-25,2024_UT_Governor_REP,0
2024,UT,Governor,,REP,Spencer Cox,cox s,62.0,HarrisX,477.0,rv,6/7/24,2024-06-25,2024_UT_Governor_REP,1
2024,UT,Governor,,REP,Phil Lyman,lyman p,25.0,HarrisX,477.0,rv,6/7/24,2024-06-25,2024_UT_Governor_REP,0
2024,UT,Governor,,REP,Spencer Cox,cox s,51.0,Noble Predictive Insights,283.0,rv,4/16/24,2024-06-25,2024_UT_Governor_REP,1
2024,UT,Governor,,REP,Phil Lyman,lyman p,4.0,Noble Predictive Insights,283.0,rv,4/16/24,2024-06-25,2024_UT_Governor_REP,0
2024,UT,Governor,,REP,Spencer Cox,cox s,50.0,Dan Jones & Associates,428.0,rv,1/21/24,2024-06-25,2024_UT_Governor_REP,1
2024,UT,Governor,,REP,Phil Lyman,lyman p,3.0,Dan Jones & Associates,428.0,rv,1/21/24,2024-06-25,2024_UT_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,28.999999999999996,Emerson College,558.0,lv,5/5/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,21.0,Emerson College,558.0,lv,5/5/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,33.0,Emerson College,558.0,lv,5/5/24,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,15.0,Emerson College,558.0,lv,5/5/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,24.0,Research America,407.0,lv,5/1/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,25.0,Research America,407.0,lv,5/1/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,32.0,Research America,407.0,lv,5/1/24,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,10.0,Research America,407.0,lv,5/1/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,31.0,NMB Research,500.0,lv,4/22/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,14.000000000000002,NMB Research,500.0,lv,4/22/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,23.0,NMB Research,500.0,lv,4/22/24,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,13.0,NMB Research,500.0,lv,4/22/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,28.999999999999996,Research America,400.0,lv,4/9/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,16.0,Research America,400.0,lv,4/9/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,31.0,Research America,400.0,lv,4/9/24,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,12.0,Research America,400.0,lv,4/9/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,20.0,WPA Intelligence,501.0,lv,4/3/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,19.0,WPA Intelligence,501.0,lv,4/3/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,37.0,WPA Intelligence,501.0,lv,4/3/24,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,14.000000000000002,WPA Intelligence,501.0,lv,4/3/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,14.000000000000002,Emerson College,735.0,lv,3/21/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,16.0,Emerson College,735.0,lv,3/21/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,33.0,Emerson College,735.0,lv,3/21/24,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,6.0,Emerson College,735.0,lv,3/21/24,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,23.0,WPA Intelligence,507.0,lv,11/29/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,10.0,WPA Intelligence,507.0,lv,11/29/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,39.0,WPA Intelligence,507.0,lv,11/29/23,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,14.000000000000002,WPA Intelligence,507.0,lv,11/29/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,23.0,American Pulse Research & Polling,414.0,lv,11/14/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,10.0,American Pulse Research & Polling,414.0,lv,11/14/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,31.0,American Pulse Research & Polling,414.0,lv,11/14/23,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,14.000000000000002,American Pulse Research & Polling,414.0,lv,11/14/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,18.0,CAMP,863.0,lv,11/12/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,11.0,CAMP,863.0,lv,11/12/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,24.0,CAMP,863.0,lv,11/12/23,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,21.0,CAMP,863.0,lv,11/12/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,18.0,i360,811.0,lv,10/4/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,6.0,i360,811.0,lv,10/4/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,28.999999999999996,i360,811.0,lv,10/4/23,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,8.0,i360,811.0,lv,10/4/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,32.0,West Virginia MetroNews,402.0,rv,8/26/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,9.0,West Virginia MetroNews,402.0,rv,8/26/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,27.0,West Virginia MetroNews,402.0,rv,8/26/23,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,6.0,West Virginia MetroNews,402.0,rv,8/26/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,30.0,Orion Strategies,651.0,lv,6/20/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,5.0,Orion Strategies,651.0,lv,6/20/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,31.0,Orion Strategies,651.0,lv,6/20/23,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,9.0,Orion Strategies,651.0,lv,6/20/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Moore Capito,capito m,15.0,National Research Inc.,600.0,lv,2/28/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Chris Miller,miller c,6.0,National Research Inc.,600.0,lv,2/28/23,2024-05-14,2024_WV_Governor_REP,0
2024,WV,Governor,,REP,Patrick Morrisey,morrisey p,28.000000000000004,National Research Inc.,600.0,lv,2/28/23,2024-05-14,2024_WV_Governor_REP,1
2024,WV,Governor,,REP,Mac Warner,warner m,11.0,National Research Inc.,600.0,lv,2/28/23,2024-05-14,2024_WV_Governor_REP,0
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,48.0,Emerson College,571.0,lv,8/4/23,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,DEM,Alexander Keller,keller a,6.0,Emerson College,571.0,lv,8/4/23,2024-07-30,2024_AZ_Senate_DEM,0
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,74.0,Data for Progress,673.0,lv,1/24/22,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,DEM,Kyrsten Sinema,sinema k,16.0,Data for Progress,673.0,lv,1/24/22,2024-07-30,2024_AZ_Senate_DEM,0
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,47.0,Noble Predictive Insights,229.0,rv,11/8/21,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,DEM,Kyrsten Sinema,sinema k,24.0,Noble Predictive Insights,229.0,rv,11/8/21,2024-07-30,2024_AZ_Senate_DEM,0
2024,AZ,Senate,,DEM,Kate Gallego,gallego k,9.0,Data for Progress,467.0,lv,10/10/21,2024-07-30,2024_AZ_Senate_DEM,0
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,23.0,Data for Progress,467.0,lv,10/10/21,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,DEM,Regina Romero,romero r,9.0,Data for Progress,467.0,lv,10/10/21,2024-07-30,2024_AZ_Senate_DEM,0
2024,AZ,Senate,,DEM,Kyrsten Sinema,sinema k,19.0,Data for Progress,467.0,lv,10/10/21,2024-07-30,2024_AZ_Senate_DEM,0
2024,AZ,Senate,,DEM,Greg Stanton,stanton g,13.0,Data for Progress,467.0,lv,10/10/21,2024-07-30,2024_AZ_Senate_DEM,0
2024,AZ,Senate,,REP,Kari Lake,lake k,49.0,Noble Predictive Insights,438.0,lv,7/23/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,REP,Mark Lamb,lamb m,38.0,Noble Predictive Insights,438.0,lv,7/23/24,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Kari Lake,lake k,46.0,Noble Predictive Insights,364.0,rv,5/14/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,REP,Mark Lamb,lamb m,21.0,Noble Predictive Insights,364.0,rv,5/14/24,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Kari Lake,lake k,55.00000000000001,Rasmussen Reports,469.0,lv,2/26/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,REP,Mark Lamb,lamb m,26.0,Rasmussen Reports,469.0,lv,2/26/24,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Kari Lake,lake k,54.0,Noble Predictive Insights,384.0,rv,2/13/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,REP,Mark Lamb,lamb m,21.0,Noble Predictive Insights,384.0,rv,2/13/24,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Kari Lake,lake k,40.0,Noble Predictive Insights,1010.0,rv,10/31/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,REP,Mark Lamb,lamb m,14.000000000000002,Noble Predictive Insights,1010.0,rv,10/31/23,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Blake Masters,masters b,10.0,Noble Predictive Insights,1010.0,rv,10/31/23,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Brian Wright,wright b,4.0,Noble Predictive Insights,1010.0,rv,10/31/23,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Kari Lake,lake k,42.0,Emerson College,667.0,lv,8/4/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,REP,Mark Lamb,lamb m,11.0,Emerson College,667.0,lv,8/4/23,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Jim Lamon,lamon j,2.0,Emerson College,667.0,lv,8/4/23,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Blake Masters,masters b,7.000000000000001,Emerson College,667.0,lv,8/4/23,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Brian Wright,wright b,2.0,Emerson College,667.0,lv,8/4/23,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Abe Hamadeh,hamadeh a,4.0,J.L. Partners,550.0,lv,4/12/23,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Kari Lake,lake k,38.0,J.L. Partners,550.0,lv,4/12/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,REP,Mark Lamb,lamb m,8.0,J.L. Partners,550.0,lv,4/12/23,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Jim Lamon,lamon j,3.0,J.L. Partners,550.0,lv,4/12/23,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Blake Masters,masters b,7.000000000000001,J.L. Partners,550.0,lv,4/12/23,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,REP,Karrin Taylor Robson,robson k,10.0,J.L. Partners,550.0,lv,4/12/23,2024-07-30,2024_AZ_Senate_REP,0
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,48.0,WPA Intelligence,600.0,lv,8/13/14,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,46.0,WPA Intelligence,600.0,lv,8/13/14,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,46.0,Emerson College,800.0,rv,7/23/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,42.0,Emerson College,800.0,rv,7/23/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,49.0,Public Policy Polling,736.0,rv,7/20/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,42.0,Public Policy Polling,736.0,rv,7/20/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,44.0,Rasmussen Reports,1101.0,lv,7/12/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,41.0,Rasmussen Reports,1101.0,lv,7/12/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,50.0,Public Policy Polling,596.0,rv,7/11/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,47.0,Public Policy Polling,596.0,rv,7/11/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,43.0,J.L. Partners,513.0,lv,7/11/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,44.0,J.L. Partners,513.0,lv,7/11/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,48.0,YouGov,900.0,rv,7/12/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,41.0,YouGov,900.0,rv,7/12/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,49.0,Expedition Strategies,268.0,lv,7/8/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,45.0,Expedition Strategies,268.0,lv,7/8/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,47.0,Remington Research Group,638.0,lv,7/1/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,47.0,Remington Research Group,638.0,lv,7/1/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,39.0,North Star Opinion Research,600.0,lv,6/20/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,38.0,North Star Opinion Research,600.0,lv,6/20/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,45.0,Emerson College,1000.0,rv,6/18/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,41.0,Emerson College,1000.0,rv,6/18/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,44.0,Rasmussen Reports,750.0,rv,6/13/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,41.0,Rasmussen Reports,750.0,rv,6/13/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,48.0,Fabrizio Ward (R)/ Impact Research,600.0,lv,6/4/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,45.0,Fabrizio Ward (R)/ Impact Research,600.0,lv,6/4/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,44.0,Mainstreet Research / FAU,609.0,rv,5/21/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,38.0,Mainstreet Research / FAU,609.0,rv,5/21/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,49.0,CBS News / YouGov,1214.0,rv,5/16/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,36.0,CBS News / YouGov,1214.0,rv,5/16/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,46.0,Noble Predictive Insights,1003.0,rv,5/14/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,46.0,BSG (R)/ GS Strategy Group,527.0,lv,5/13/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,41.0,BSG (R)/ GS Strategy Group,527.0,lv,5/13/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,45.0,New York Times / Siena College,626.0,rv,5/9/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,41.0,New York Times / Siena College,626.0,rv,5/9/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,48.0,Data Orbital,550.0,lv,4/29/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,44.0,Data Orbital,550.0,lv,4/29/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,45.0,Emerson College,1000.0,rv,4/29/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,43.0,Emerson College,1000.0,rv,4/29/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,36.0,RABA Research,503.0,rv,3/31/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,28.000000000000004,RABA Research,503.0,rv,3/31/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,44.0,Emerson College,1000.0,rv,3/15/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,40.0,Emerson College,1000.0,rv,3/15/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,42.0,Rasmussen Reports,1000.0,lv,2/26/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,46.0,Emerson College,1000.0,rv,2/19/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,39.0,Emerson College,1000.0,rv,2/19/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,47.0,Noble Predictive Insights,1002.0,rv,2/13/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,44.0,J.L. Partners,500.0,rv,2/1/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,46.0,J.L. Partners,500.0,rv,2/1/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,45.0,Public Policy Polling,590.0,v,1/6/24,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,46.0,Public Policy Polling,590.0,v,1/6/24,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,46.0,Cygnal,600.0,lv,10/25/23,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,43.0,Cygnal,600.0,lv,10/25/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,49.0,McLaughlin & Associates,,,10/24/23,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,44.0,McLaughlin & Associates,,,10/24/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,44.0,National Research Inc.,400.0,lv,10/9/23,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,44.0,National Research Inc.,400.0,lv,10/9/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,48.0,Public Policy Polling,522.0,v,10/7/23,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,43.0,Public Policy Polling,522.0,v,10/7/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,45.0,Noble Predictive Insights,1000.0,rv,7/17/23,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,35.0,Noble Predictive Insights,1000.0,rv,7/17/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,43.0,Noble Predictive Insights,1000.0,rv,2/9/23,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,33.0,Noble Predictive Insights,1000.0,rv,2/9/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,50.0,Normington Petts,800.0,lv,1/23/23,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,45.0,Normington Petts,800.0,lv,1/23/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,48.0,Public Policy Polling,650.0,v,12/21/22,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,47.0,Public Policy Polling,650.0,v,12/21/22,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,35.0,VCreek/AMG,694.0,lv,12/8/23,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,41.0,VCreek/AMG,694.0,lv,12/8/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,39.0,Tulchin Research,800.0,lv,11/20/23,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,34.0,Tulchin Research,800.0,lv,11/20/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,39.0,Noble Predictive Insights,1010.0,rv,10/31/23,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,42.0,Public Policy Polling,559.0,v,4/19/23,2024-07-30,2024_AZ_Senate_DEM,1
2024,AZ,Senate,,REP,Kari Lake,lake k,35.0,Public Policy Polling,559.0,v,4/19/23,2024-07-30,2024_AZ_Senate_REP,1
2024,AZ,Senate,,DEM,Ruben Gallego,gallego r,32.0,Blueprint Polling,618.0,v,1/8/23,2024-07-30,2024_AZ_Senate_DEM,1
